Category,Brand ,Name ,Type ,Size,Mass,Min Allowed Hook Size,Max Allowed Hook Size,Depth,Components (Hooks) ,Restrictions,Rating (Stars), Price 
Lures,Heaven Creek,Ugly Fellow 55-005,Wobbler,Medium,8g,Small (16),Extra large (2/0),30cm,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4.5,  22.80 
Lures,Heaven Creek,Ugly Fellow 55-006,Wobbler,Medium,8g,Small (16),Extra large (2/0),30cm,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4.5,  22.80 
Lures,Heaven Creek,Agressor 35-001,Wobbler,Small,7.5g,Small (16),Large (1),2m,Happy Three TRPL-10 S8,"""Fishing with a wobbler"" ability is required ",4.5,  25.10 
Lures,Heaven Creek,Agressor 35-002,Wobbler,Small,7.5g,Small (16),Large (1),2m,Happy Three TRPL-10 S8,"""Fishing with a wobbler"" ability is required ",4.5,  25.10 
Lures,Heaven Creek,Agressor 35-003,Wobbler,Small,7.5g,Small (16),Large (1),2m,Happy Three TRPL-10 S8,"""Fishing with a wobbler"" ability is required ",4.5,  25.10 
Lures,Heaven Creek,Agressor 35-004,Wobbler,Small,7.5g,Small (16),Large (1),2m,Happy Three TRPL-10 S8,"""Fishing with a wobbler"" ability is required ",4.5,  25.10 
Lures,Heaven Creek,Agressor 35-005,Wobbler,Small,7.5g,Small (16),Large (1),2m,Happy Three TRPL-10 S8,"""Fishing with a wobbler"" ability is required ",4.5,  25.10 
Lures,Heaven Creek,Agressor 35-006,Wobbler,Small,7.5g,Small (16),Large (1),2m,Happy Three TRPL-10 S8,"""Fishing with a wobbler"" ability is required ",4.5,  25.10 
Lures,Heaven Creek,Agressor 35-007,Wobbler,Small,7.5g,Small (16),Large (1),2m,Happy Three TRPL-10 S8,"""Fishing with a wobbler"" ability is required ",4.5,  25.10 
Lures,Zeiman,Terminator F5-001,Wobbler,Small,3g,Small (18),Large (1),50cm,Happy Three TRPL-11 S8,"""Fishing with a wobbler"" ability is required ",4,  25.80 
Lures,Zeiman,Terminator F5-002,Wobbler,Small,3g,Small (18),Large (1),50cm,Happy Three TRPL-11 S8,"""Fishing with a wobbler"" ability is required ",4,  25.80 
Lures,Zeiman,Terminator F5-003,Wobbler,Small,3g,Small (18),Large (1),50cm,Happy Three TRPL-11 S8,"""Fishing with a wobbler"" ability is required ",4,  25.80 
Lures,Zeiman,Terminator F5-004,Wobbler,Small,3g,Small (18),Large (1),50cm,Happy Three TRPL-11 S8,"""Fishing with a wobbler"" ability is required ",4,  25.80 
Lures,Zeiman,Terminator F5-005,Wobbler,Small,3g,Small (18),Large (1),50cm,Happy Three TRPL-11 S8,"""Fishing with a wobbler"" ability is required ",4,  25.80 
Lures,Zeiman,Terminator F5-006,Wobbler,Small,3g,Small (18),Large (1),50cm,Happy Three TRPL-11 S8,"""Fishing with a wobbler"" ability is required ",4,  25.80 
Lures,Zeiman,Terminator F5-007,Wobbler,Small,3g,Small (18),Large (1),50cm,Happy Three TRPL-11 S8,"""Fishing with a wobbler"" ability is required ",4,  25.80 
Lures,Heaven Creek,Timid Minnow 10-001,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-002,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-003,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-004,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-005,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-006,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-007,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-008,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-009,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Heaven Creek,Timid Minnow 10-010,Wobbler,Medium,10g,Small (12),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4.5,  26.90 
Lures,Zeiman,Terminator F7-001,Wobbler,Medium,9g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",4,  27.45 
Lures,Zeiman,Terminator F7-002,Wobbler,Medium,9g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",4,  27.45 
Lures,Zeiman,Terminator F7-003,Wobbler,Medium,9g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",4,  27.45 
Lures,Zeiman,Terminator F7-004,Wobbler,Medium,9g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",4,  27.45 
Lures,Zeiman,Terminator F7-005,Wobbler,Medium,9g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",4,  27.45 
Lures,Zeiman,Terminator F7-006,Wobbler,Medium,9g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",4,  27.45 
Lures,Zeiman,Terminator F7-007,Wobbler,Medium,9g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",4,  27.45 
Lures,Zeiman,Terminator F10-001,Wobbler,Medium,18g,Small (12),Extra large (2/0),1.5m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4,  28.60 
Lures,Zeiman,Terminator F10-002,Wobbler,Medium,18g,Small (12),Extra large (2/0),1.5m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4,  28.60 
Lures,Zeiman,Terminator F10-003,Wobbler,Medium,18g,Small (12),Extra large (2/0),1.5m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4,  28.60 
Lures,Zeiman,Terminator F10-004,Wobbler,Medium,18g,Small (12),Extra large (2/0),1.5m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4,  28.60 
Lures,Zeiman,Terminator F10-005,Wobbler,Medium,18g,Small (12),Extra large (2/0),1.5m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4,  28.60 
Lures,Zeiman,Terminator F10-006,Wobbler,Medium,18g,Small (12),Extra large (2/0),1.5m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4,  28.60 
Lures,Zeiman,Terminator F10-007,Wobbler,Medium,18g,Small (12),Extra large (2/0),1.5m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",4,  28.60 
Lures,Heaven Creek,Joined Fish 10-001,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Heaven Creek,Joined Fish 10-002,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Heaven Creek,Joined Fish 10-003,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Heaven Creek,Joined Fish 10-004,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Heaven Creek,Joined Fish 10-005,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Heaven Creek,Joined Fish 10-006,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Heaven Creek,Joined Fish 10-007,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Heaven Creek,Joined Fish 10-008,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Heaven Creek,Joined Fish 10-009,Wobbler,Medium,20g,Small (16),Extra large (3/0),1m,Happy Three TRPL-10 S1/0,"""Fishing with a wobbler"" ability is required ",4,  29.80 
Lures,Blast,Hijacker 75F-001,Wobbler,Medium,10g,Small (18),Extra large (3/0),3m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  31.90 
Lures,Blast,Hijacker 75F-002,Wobbler,Medium,10g,Small (18),Extra large (3/0),3m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  31.90 
Lures,Blast,Hijacker 75F-003,Wobbler,Medium,10g,Small (18),Extra large (3/0),3m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  31.90 
Lures,Blast,Hijacker 75F-004,Wobbler,Medium,10g,Small (18),Extra large (3/0),3m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  31.90 
Lures,Blast,Hijacker 75F-005,Wobbler,Medium,10g,Small (18),Extra large (3/0),3m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  31.90 
Lures,Blast,Hijacker 75F-006,Wobbler,Medium,10g,Small (18),Extra large (3/0),3m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  31.90 
Lures,Blast,Hijacker 75F-007,Wobbler,Medium,10g,Small (18),Extra large (3/0),3m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  31.90 
Lures,Blast,Hijacker 75F-008,Wobbler,Medium,10g,Small (18),Extra large (3/0),3m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  31.90 
Lures,Zeiman,Terminator F14-001,Wobbler,Big,32g,Medium (10),Extra large (6/0),2m,Happy Three TRPL-11 S2/0,"""Fishing with a wobbler"" ability is required ",4,  32.40 
Lures,Zeiman,Terminator F14-002,Wobbler,Big,32g,Medium (10),Extra large (6/0),2m,Happy Three TRPL-11 S2/0,"""Fishing with a wobbler"" ability is required ",4,  32.40 
Lures,Zeiman,Terminator F14-003,Wobbler,Big,32g,Medium (10),Extra large (6/0),2m,Happy Three TRPL-11 S2/0,"""Fishing with a wobbler"" ability is required ",4,  32.40 
Lures,Zeiman,Terminator F14-004,Wobbler,Big,32g,Medium (10),Extra large (6/0),2m,Happy Three TRPL-11 S2/0,"""Fishing with a wobbler"" ability is required ",4,  32.40 
Lures,Zeiman,Terminator F14-005,Wobbler,Big,32g,Medium (10),Extra large (6/0),2m,Happy Three TRPL-11 S2/0,"""Fishing with a wobbler"" ability is required ",4,  32.40 
Lures,Zeiman,Terminator F14-006,Wobbler,Big,32g,Medium (10),Extra large (6/0),2m,Happy Three TRPL-11 S2/0,"""Fishing with a wobbler"" ability is required ",4,  32.40 
Lures,Zeiman,Terminator F14-007,Wobbler,Big,32g,Medium (10),Extra large (6/0),2m,Happy Three TRPL-11 S2/0,"""Fishing with a wobbler"" ability is required ",4,  32.40 
Lures,Blast,Hijacker slim 7SP-001,Wobbler,Medium,5.5g,Small (16),Extra large (4/0),3m,Happy Three TRPL-11 S4,"""Fishing with a wobbler"" ability is required ",4.5,  32.45 
Lures,Blast,Hijacker slim 7SP-002,Wobbler,Medium,5.5g,Small (16),Extra large (4/0),3m,Happy Three TRPL-11 S4,"""Fishing with a wobbler"" ability is required ",4.5,  32.45 
Lures,Blast,Hijacker slim 7SP-003,Wobbler,Medium,5.5g,Small (16),Extra large (4/0),3m,Happy Three TRPL-11 S4,"""Fishing with a wobbler"" ability is required ",4.5,  32.45 
Lures,Blast,Hijacker slim 7SP-004,Wobbler,Medium,5.5g,Small (16),Extra large (4/0),3m,Happy Three TRPL-11 S4,"""Fishing with a wobbler"" ability is required ",4.5,  32.45 
Lures,Blast,Hijacker slim 7SP-005,Wobbler,Medium,5.5g,Small (16),Extra large (4/0),3m,Happy Three TRPL-11 S4,"""Fishing with a wobbler"" ability is required ",4.5,  32.45 
Lures,Blast,Hijacker slim 7SP-006,Wobbler,Medium,5.5g,Small (16),Extra large (4/0),3m,Happy Three TRPL-11 S4,"""Fishing with a wobbler"" ability is required ",4.5,  32.45 
Lures,Blast,Hijacker slim 7SP-007,Wobbler,Medium,5.5g,Small (16),Extra large (4/0),3m,Happy Three TRPL-11 S4,"""Fishing with a wobbler"" ability is required ",4.5,  32.45 
Lures,Blast,Hijacker slim 7SP-008,Wobbler,Medium,5.5g,Small (16),Extra large (4/0),3m,Happy Three TRPL-11 S4,"""Fishing with a wobbler"" ability is required ",4.5,  32.45 
Lures,Blast,Funky Minnow F7-001,Wobbler,Small,5g,Small (12),Extra large (2/0),70cm,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow F7-002,Wobbler,Small,5g,Small (12),Extra large (2/0),70cm,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow F7-003,Wobbler,Small,5g,Small (12),Extra large (2/0),70cm,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow F7-004,Wobbler,Small,5g,Small (12),Extra large (2/0),70cm,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow F7-005,Wobbler,Small,5g,Small (12),Extra large (2/0),70cm,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow F7-006,Wobbler,Small,5g,Small (12),Extra large (2/0),70cm,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow F7-007,Wobbler,Small,5g,Small (12),Extra large (2/0),70cm,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow F7-008,Wobbler,Small,5g,Small (12),Extra large (2/0),70cm,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow S7-001,Wobbler,Small,7g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow S7-002,Wobbler,Small,7g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow S7-003,Wobbler,Small,7g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow S7-004,Wobbler,Small,7g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow S7-005,Wobbler,Small,7g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow S7-006,Wobbler,Small,7g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow S7-007,Wobbler,Small,7g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Blast,Funky Minnow S7-008,Wobbler,Small,7g,Small (12),Extra large (2/0),1m,Happy Three TRPL-11 S6,"""Fishing with a wobbler"" ability is required ",5,  32.70 
Lures,Heaven Creek,Clumsy 10-001,Wobbler,Medium,9.05g,Small (16),Extra large (3/0),4m,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4,  34.50 
Lures,Heaven Creek,Clumsy 10-002,Wobbler,Medium,9.05g,Small (16),Extra large (3/0),4m,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4,  34.50 
Lures,Heaven Creek,Clumsy 10-003,Wobbler,Medium,9.05g,Small (16),Extra large (3/0),4m,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4,  34.50 
Lures,Heaven Creek,Clumsy 10-004,Wobbler,Medium,9.05g,Small (16),Extra large (3/0),4m,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4,  34.50 
Lures,Heaven Creek,Clumsy 10-005,Wobbler,Medium,9.05g,Small (16),Extra large (3/0),4m,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4,  34.50 
Lures,Heaven Creek,Clumsy 10-006,Wobbler,Medium,9.05g,Small (16),Extra large (3/0),4m,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4,  34.50 
Lures,Heaven Creek,Clumsy 10-007,Wobbler,Medium,9.05g,Small (16),Extra large (3/0),4m,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4,  34.50 
Lures,Heaven Creek,Clumsy 10-008,Wobbler,Medium,9.05g,Small (16),Extra large (3/0),4m,Happy Three TRPL-10 S2,"""Fishing with a wobbler"" ability is required ",4,  34.50 
Lures,Blast,Funky Minnow F11-001,Wobbler,Medium,11g,Small (18),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow F11-002,Wobbler,Medium,11g,Small (18),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow F11-003,Wobbler,Medium,11g,Small (18),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow F11-004,Wobbler,Medium,11g,Small (18),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow F11-005,Wobbler,Medium,11g,Small (18),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow F11-006,Wobbler,Medium,11g,Small (18),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow F11-007,Wobbler,Medium,11g,Small (18),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow F11-008,Wobbler,Medium,11g,Small (18),Extra large (3/0),1m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow S11-001,Wobbler,Medium,15g,Small (18),Extra large (3/0),1.2m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow S11-002,Wobbler,Medium,15g,Small (18),Extra large (3/0),1.2m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow S11-003,Wobbler,Medium,15g,Small (18),Extra large (3/0),1.2m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow S11-004,Wobbler,Medium,15g,Small (18),Extra large (3/0),1.2m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow S11-005,Wobbler,Medium,15g,Small (18),Extra large (3/0),1.2m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow S11-006,Wobbler,Medium,15g,Small (18),Extra large (3/0),1.2m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow S11-007,Wobbler,Medium,15g,Small (18),Extra large (3/0),1.2m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Blast,Funky Minnow S11-008,Wobbler,Medium,15g,Small (18),Extra large (3/0),1.2m,Happy Three TRPL-11 S1,"""Fishing with a wobbler"" ability is required ",5,  34.65 
Lures,Ylin-Uistin,ULF Crank 3-001,Wobbler,Small,4.08g,Tiny (24),Large (2),2m,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  35.40 
Lures,Ylin-Uistin,ULF Crank 3-002,Wobbler,Small,4.08g,Tiny (24),Large (2),2m,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  35.40 
Lures,Ylin-Uistin,ULF Crank 3-003,Wobbler,Small,4.08g,Tiny (24),Large (2),2m,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  35.40 
Lures,Ylin-Uistin,ULF Crank 3-004,Wobbler,Small,4.08g,Tiny (24),Large (2),2m,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  35.40 
Lures,Ylin-Uistin,ULF Crank 3-005,Wobbler,Small,4.08g,Tiny (24),Large (2),2m,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  35.40 
Lures,Ylin-Uistin,ULF Crank 3-006,Wobbler,Small,4.08g,Tiny (24),Large (2),2m,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  35.40 
Lures,Zeiman,Terminator SD10-001,Wobbler,Medium,22g,Small (12),Extra large (2/0),6m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4,  35.80 
Lures,Zeiman,Terminator SD10-002,Wobbler,Medium,22g,Small (12),Extra large (2/0),6m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4,  35.80 
Lures,Zeiman,Terminator SD10-003,Wobbler,Medium,22g,Small (12),Extra large (2/0),6m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4,  35.80 
Lures,Zeiman,Terminator SD10-004,Wobbler,Medium,22g,Small (12),Extra large (2/0),6m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4,  35.80 
Lures,Zeiman,Terminator SD10-005,Wobbler,Medium,22g,Small (12),Extra large (2/0),6m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4,  35.80 
Lures,Zeiman,Terminator SD10-006,Wobbler,Medium,22g,Small (12),Extra large (2/0),6m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4,  35.80 
Lures,Zeiman,Terminator SD10-007,Wobbler,Medium,22g,Small (12),Extra large (2/0),6m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4,  35.80 
Lures,Ylin-Uistin,Orig Minnow 5-F001,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Ylin-Uistin,Orig Minnow 5-F002,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Ylin-Uistin,Orig Minnow 5-F003,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Ylin-Uistin,Orig Minnow 5-F004,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Ylin-Uistin,Orig Minnow 5-F005,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Ylin-Uistin,Orig Minnow 5-F006,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Ylin-Uistin,Orig Minnow 5-F007,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Ylin-Uistin,Orig Minnow 5-F008,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Ylin-Uistin,Orig Minnow 5-F009,Wobbler,Small,2.28g,Tiny (24),Large (2),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  36.50 
Lures,Blast,Hijacker slim 9SP-001,Wobbler,Medium,12g,Small (16),Extra large (4/0),4m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  36.80 
Lures,Blast,Hijacker slim 9SP-002,Wobbler,Medium,12g,Small (16),Extra large (4/0),4m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  36.80 
Lures,Blast,Hijacker slim 9SP-003,Wobbler,Medium,12g,Small (16),Extra large (4/0),4m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  36.80 
Lures,Blast,Hijacker slim 9SP-004,Wobbler,Medium,12g,Small (16),Extra large (4/0),4m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  36.80 
Lures,Blast,Hijacker slim 9SP-005,Wobbler,Medium,12g,Small (16),Extra large (4/0),4m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  36.80 
Lures,Blast,Hijacker slim 9SP-006,Wobbler,Medium,12g,Small (16),Extra large (4/0),4m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  36.80 
Lures,Blast,Hijacker slim 9SP-007,Wobbler,Medium,12g,Small (16),Extra large (4/0),4m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  36.80 
Lures,Blast,Hijacker slim 9SP-008,Wobbler,Medium,12g,Small (16),Extra large (4/0),4m,Happy Three TRPL-11 S2,"""Fishing with a wobbler"" ability is required ",4.5,  36.80 
Lures,Ylin-Uistin,ULS Crank 3-001,Wobbler,Small,4.08g,Tiny (24),Large (1),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  37.50 
Lures,Ylin-Uistin,ULS Crank 3-002,Wobbler,Small,4.08g,Tiny (24),Large (1),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  37.50 
Lures,Ylin-Uistin,ULS Crank 3-003,Wobbler,Small,4.08g,Tiny (24),Large (1),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  37.50 
Lures,Ylin-Uistin,ULS Crank 3-004,Wobbler,Small,4.08g,Tiny (24),Large (1),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  37.50 
Lures,Ylin-Uistin,ULS Crank 3-005,Wobbler,Small,4.08g,Tiny (24),Large (1),50cm,Rage Treble S8,"""Fishing with a wobbler"" ability is required ",5,  37.50 
